0,0
1.559e+06,1.559e+06
20,20
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
21,21
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
22,22
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
23,23
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
24,24
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
25,25
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
26,26
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
27,27
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
28,28
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
29,29
0.11719,0.11719
0,0
0,0
1.559e+06,1.559e+06
30,30
0.11719,0.11719
0,0
0,0
3.1142e+06,3.1142e+06
20,20
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
21,21
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
22,22
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
23,23
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
24,24
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
25,25
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
26,26
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
27,27
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
28,28
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
29,29
0.23438,0.23438
0,0
0,0
3.1142e+06,3.1142e+06
30,30
0.23438,0.23438
0,0
0,0
3.8515e+06,3.8515e+06
20,20
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
21,21
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
22,22
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
23,23
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
24,24
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
25,25
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
26,26
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
27,27
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
28,28
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
29,29
0.29297,0.29297
0,0
0,0
3.8515e+06,3.8515e+06
30,30
0.29297,0.29297
0,0
0,0
4.9984e+06,4.9984e+06
20,20
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
21,21
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
22,22
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
23,23
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
24,24
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
25,25
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
26,26
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
27,27
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
28,28
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
29,29
0.38086,0.38086
0,0
0,0
4.9984e+06,4.9984e+06
30,30
0.38086,0.38086
0,0
0,0
6.2298e+06,6.2298e+06
20,20
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
21,21
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
22,22
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
23,23
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
24,24
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
25,25
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
26,26
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
27,27
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
28,28
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
29,29
0.47852,0.47852
0,0
0,0
6.2298e+06,6.2298e+06
30,30
0.47852,0.47852
0,0
0,0
7.0464e+06,7.0464e+06
20,20
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
21,21
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
22,22
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
23,23
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
24,24
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
25,25
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
26,26
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
27,27
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
28,28
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
29,29
0.53711,0.53711
0,0
0,0
7.0464e+06,7.0464e+06
30,30
0.53711,0.53711
0,0
0,0
8.0294e+06,8.0294e+06
20,20
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
21,21
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
22,22
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
23,23
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
24,24
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
25,25
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
26,26
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
27,27
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
28,28
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
29,29
0.60547,0.60547
0,0
0,0
8.0294e+06,8.0294e+06
30,30
0.60547,0.60547
0,0
0,0
8.6874e+06,8.6874e+06
20,20
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
21,21
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
22,22
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
23,23
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
24,24
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
25,25
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
26,26
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
27,27
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
28,28
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
29,29
0.6543,0.6543
0,0
0,0
8.6874e+06,8.6874e+06
30,30
0.6543,0.6543
0,0
0,0
9.3414e+06,9.3414e+06
20,20
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
21,21
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
22,22
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
23,23
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
24,24
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
25,25
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
26,26
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
27,27
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
28,28
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
29,29
0.70313,0.70313
0,0
0,0
9.3414e+06,9.3414e+06
30,30
0.70313,0.70313
0,0
0,0
9.8368e+06,9.8368e+06
20,20
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
21,21
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
22,22
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
23,23
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
24,24
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
25,25
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
26,26
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
27,27
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
28,28
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
29,29
0.75195,0.75195
0,0
0,0
9.8368e+06,9.8368e+06
30,30
0.75195,0.75195
0,0
0,0
1.0492e+07,1.0492e+07
20,20
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
21,21
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
22,22
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
23,23
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
24,24
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
25,25
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
26,26
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
27,27
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
28,28
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
29,29
0.80078,0.80078
0,0
0,0
1.0492e+07,1.0492e+07
30,30
0.80078,0.80078
0,0
0,0
1.1148e+07,1.1148e+07
20,20
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
21,21
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
22,22
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
23,23
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
24,24
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
25,25
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
26,26
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
27,27
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
28,28
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
29,29
0.84961,0.84961
0,0
0,0
1.1148e+07,1.1148e+07
30,30
0.84961,0.84961
0,0
